LAT_LON,ZIP_CODE_IMPUTED
"40.716812, -73.99777",10013
"40.687008, -73.82219",11419
"40.748848, -73.759026",11364
"40.60353, -74.01863",11252
"40.774544, -73.78454",11360
"40.704853, -73.791664",11433
"40.61226, -74.13605",10314
"40.58388, -73.82305",11693
"40.61054, -74.103455",10304
"40.804066, -73.93267",10035
"40.708782, -73.9123",11385
"40.63277, -74.09004",10301
"40.701588, -73.98863",11201
"40.793552, -73.945335",10029
"40.69099, -73.99175",11201
"40.835194, -73.874054",10472
"40.818974, -73.89145",10454
"40.684845, -73.81338",11419
"40.61806, -74.151505",10303
"40.705578, -73.744316",11429
"40.691433, -73.89063",11385
"40.888454, -73.84197",10466
"40.852146, -73.91741",10453
"40.861862, -73.91275",10468
"40.666405, -73.802635",11420
"40.76036, -73.85688",11368
"40.730915, -73.91546",11378
"40.830624, -73.85206",10472
"40.878483, -73.86163",10467
"40.69383, -73.758156",11412
"40.68783, -73.93004",11221
"40.665142, -73.99669",11218
"40.606842, -74.0155",11228
"40.58501, -73.954575",11235
"40.67189, -73.895874",11207
"40.87016, -73.89099",10458
"40.743954, -73.87423",11373
"40.766403, -73.8153",11354
"40.769188, -73.837296",11354
"40.64507, -73.95803",11226
"40.604694, -74.02583",11252
"40.66786, -73.76656",11434
"40.66585, -73.88392",11207
"40.71111, -73.831375",11415
"40.68605, -73.831726",11419
"40.726433, -73.88945",11378
"40.738213, -73.80107",11365
"40.685368, -73.9109",11207
"40.656685, -73.90454",11212
"40.716965, -73.949005",11211
"40.763588, -73.97142",10022
"40.719124, -73.791405",11432
"40.692, -73.92646",11221
"40.65217, -73.96141",11226
"40.702454, -73.859406",11421
"40.7615, -73.997826",10036
"40.771477, -73.8173",11354
"40.72537, -73.82366",11367
"40.775856, -73.76687",11361
"40.638527, -73.87853",11239
"40.58038, -73.967606",12235
"40.70694, -74.01353",10006
"40.76306, -73.90236",11377
"40.842922, -73.90957",10457
"40.78515, -73.94063",10035
"40.818336, -73.934265",10039
"40.859623, -73.88747",10458
"40.797215, -73.969925",10025
"40.707664, -73.78772",11432
"40.71443, -73.83315",11375
"40.807434, -73.92619",10454
"40.828243, -73.832146",10465
"40.684494, -73.86169",11208
"40.631897, -73.943665",11210
"40.646446, -74.07884",10301
"40.663387, -73.72941",11422
"40.663723, -73.75926",11413
"40.695114, -73.911865",11221
"40.607212, -74.07682",10305
"40.867634, -73.916595",10034
"40.69652, -73.78155",11433
"40.839447, -73.88384",10460
"40.7044, -73.92384",11237
"40.862747, -73.90494",10468
"40.587784, -74.165565",10314
"40.605057, -73.999",11214
"40.519722, -74.22867",10307
"40.7067, -73.95292",11211
"40.842503, -73.92797",10040
"40.762566, -73.818596",11354
"40.62903, -74.16476",10303
"40.607147, -74.01157",11228
"40.794296, -73.84482",11356
"40.668224, -73.953445",11225
"40.60864, -74.00095",11214
"40.76323, -73.90891",11103
"40.68731, -73.94761",11216
"40.723305, -74.00299",10013
"40.67801, -73.94138",11225
"40.71291, -73.95505",11211
"40.7613, -73.86527",11369
"40.825756, -73.95094",10031
"40.738445, -73.939835",11101
"40.62557, -74.176575",10303
"40.75657, -73.93397",11106
"40.826538, -73.8727",10472
"40.63347, -74.02102",11220
"40.581257, -74.1628",10311
"40.719547, -73.9749",10009
"40.717175, -74.01288",10282
"40.713398, -73.7704",11423
"40.693264, -73.824066",11419
"40.755657, -73.94569",11101
"40.8133, -73.930405",10451
"40.814297, -73.95308",10027
"40.633038, -74.039314",11209
"40.86135, -73.89774",10468
"40.73574, -73.872665",11373
"40.624813, -73.89446",11236
"40.678318, -73.94693",11210
"40.75857, -73.985054",10036
"40.65661, -73.93091",11203
"40.727207, -73.90742",11378
"40.68668, -73.97937",11221
"40.665245, -73.80204",11436
"40.62636, -73.95067",11210
"40.678165, -73.962234",11238
"40.742985, -73.79268",11365
"40.633327, -74.016136",11220
"40.719734, -73.78652",11432
"40.747833, -73.83301",11355
"40.747143, -74.000854",10011
"40.859974, -73.900795",10468
"40.79292, -73.94579",10029
"40.599453, -74.0072",11214
"40.676758, -73.917404",11233
"40.773502, -73.79653",11358
"40.83354, -73.89631",10459
"40.68161, -73.77221",11412
"40.681137, -73.95567",11216
"40.840675, -73.838394",10461
"40.899815, -73.85781",10470
"40.81751, -73.96069",10027
"40.853245, -73.84325",10461
"40.667076, -73.78091",11434
"40.68484, -73.80607",11435
"40.8115, -73.93481",10030
"40.73873, -73.7573",11364
"40.76553, -73.94028",11106
"40.58176, -73.85029",11694
"40.598522, -73.98657",11214
"40.696354, -73.94071",11206
"40.585934, -73.9519",11235
"40.841045, -73.8531",10462
"40.80949, -73.95167",10027
"40.756718, -73.91422",11103
"40.69168, -73.99965",11208
"40.852894, -73.93273",10033
"40.86987, -73.88283",10458
"40.73031, -73.810905",11367
"40.66573, -73.75376",11413
"40.70918, -73.81916",11415
"40.856625, -73.93936",10040
"40.74181, -73.783005",11365
"40.681633, -73.9318",11233
"40.802696, -73.949196",10026
"40.701077, -73.94043",11206
"40.69958, -73.9278",11221
"40.808002, -73.96391",10027
"40.685894, -73.86524",11421
"40.64975, -73.936",11203
"40.742405, -73.75348",11364
"40.73491, -73.92057",11104
"40.78654, -73.95044",10029
"40.668976, -73.90668",11212
"40.82394, -73.94856",10031
"40.697166, -73.893364",11385
"40.599854, -73.98878",11214
"40.78911, -73.96656",10024
"40.741936, -73.97263",10010
"40.702232, -73.98118",11201
"40.724495, -73.72469",11426
"40.63195, -74.14667",10303
"40.696865, -73.83717",11418
"40.612286, -74.01098",11228
"40.805073, -73.92331",10454
"40.660225, -73.99459",11232
"40.676884, -73.91923",11233
"40.5415, -74.16254",10312
"40.715813, -73.91212",11378
"40.674, -73.960396",11238
"40.74751, -73.87679",11373
"40.58196, -73.959946",11235
"40.57333, -74.117836",10306
"40.736275, -73.772865",11364
"40.796795, -73.94718",10029
"40.730198, -73.954254",11222
"40.63836, -74.139534",10302
"40.749638, -73.99905",10001
"40.798626, -73.93953",10035
"40.74791, -73.96806",10158
"40.81777, -73.81446",10465
"40.634964, -74.0204",11220
"40.691, -73.989334",11217
"40.524, -74.186104",10312
"40.859943, -73.926796",10040
"40.603188, -74.06724",10305
"40.5861, -73.97128",11223
"40.734188, -73.874",11373
"40.844795, -73.92445",10452
"40.65501, -73.90506",11212
"40.788692, -73.93787",10029
"40.613552, -73.98176",11204
"40.644226, -73.899796",11236
"40.694195, -73.81597",11419
"40.8188, -73.95603",10027
"40.592686, -74.19292",10311
"40.582092, -74.16253",10311
"40.899895, -73.90668",10471
"40.757183, -73.83396",11354
"40.72706, -73.95695",11222
"40.764053, -73.99225",10019
"40.753407, -73.79243",11358
"40.671772, -73.93641",11213
"40.6207, -74.14601",10314
"40.786438, -73.942406",10029
"40.806477, -73.908455",10454
"40.660297, -73.947685",11225
"40.588036, -73.96041",11235
"40.73113, -73.87361",11373
"40.80072, -73.950645",10026
"40.639866, -73.87788",11239
"40.598503, -74.091934",10304
"40.686863, -73.757965",11412
"40.8854, -73.89723",10463
"40.80405, -73.91737",10454
"40.818314, -73.836",10465
"40.69328, -73.9043",11237
"40.73201, -73.98203",10009
"40.712673, -73.80139",11432
"40.86165, -73.91076",10468
"40.797188, -73.97181",10025
"40.60129, -73.76822",11691
"40.866333, -73.92501",10034
"40.618793, -74.03698",11209
"40.66762, -73.94237",11213
"40.824837, -73.87053",10472
"40.7509, -73.99812",10001
"40.855133, -73.93688",10040
"40.619152, -74.14388",10302
"40.75555, -73.79375",11358
"40.776756, -73.82764",11354
"40.61871, -73.93076",11234
"40.694885, -73.98515",11201
"40.61517, -74.159935",10314
"40.749172, -73.967026",10017
"40.81691, -73.934006",10035
"40.736958, -74.00826",10014
"40.843975, -73.913864",10452
"40.690308, -73.99881",11201
"40.650772, -74.01519",11220
"40.643604, -73.94301",11203
"40.77132, -73.80721",11354
"40.789204, -73.95483",10029
"40.72543, -73.99678",10003
"40.84631, -73.91947",10453
"40.739964, -73.89424",11377
"40.61132, -74.114716",10310
"40.52858, -74.22184",10309
"40.71444, -73.83127",11415
"40.654957, -74.007034",11209
"40.84196, -73.915306",10452
"40.71585, -73.81183",11432
"40.691914, -73.88363",11385
"40.5832, -73.97304",12235
"40.794758, -73.94235",10029
"40.66968, -73.88237",11208
"40.58698, -73.8201",11693
"40.827984, -73.84329",10465
"40.706768, -73.75373",11412
"40.596756, -73.93342",11229
"40.693306, -73.95311",11205
"40.655827, -73.898605",11236
"40.789444, -73.98212",10024
"40.581062, -74.00071",11224
"40.799698, -73.96997",10025
"40.70509, -73.85261",11375
"40.69053, -73.7585",11412
"40.609005, -73.97304",11223
"40.86808, -73.90858",10468
"40.79323, -73.979515",10024
"40.587326, -73.99173",11224
"40.677414, -73.7588",11434
"40.610725, -74.08635",10304
"40.690987, -73.80087",11435
"40.72514, -73.93381",11211
"40.84299, -73.82625",10461
"40.630505, -73.92812",11234
"40.680855, -74.00305",11231
"40.78459, -73.77337",11359
"40.75425, -73.827835",11355
"40.844173, -73.91746",10452
"40.81632, -73.89622",10459
"40.845425, -73.84492",10461
"40.729855, -74.00396",10014
"40.694065, -73.85106",11421
"40.73958, -73.90082",11377
"40.738552, -73.98043",10010
"40.634506, -73.949455",11210
"40.753994, -73.9742",10017
"40.68578, -73.9544",11216
"40.614685, -74.15805",10314
"40.815826, -73.947044",10030
"40.60809, -74.14093",10314
"40.757442, -73.86747",11368
"40.799976, -73.94274",10035
"40.700836, -73.98594",11251
"40.829136, -73.9114",10467
"40.844715, -73.91228",10452
"40.882095, -73.86878",10470
"40.65807, -73.960434",11225
"40.87004, -73.8997",10468
"40.860527, -73.91939",10034
"40.819317, -73.93032",10039
"40.67773, -74.00234",11231
"40.63546, -74.1662",10303
"40.6733, -73.90392",11212
"40.8264, -73.87581",10472
"40.69304, -73.924446",11221
"40.780502, -73.825905",11354
"40.768795, -73.958374",10021
"40.643215, -74.008705",11220
"40.575714, -73.96301",11235
"40.771286, -73.9467",10162
"40.61111, -73.9526",11210
"40.86131, -73.92124",10034
"40.712727, -73.77666",11423
"40.715046, -73.964806",11249
"40.762913, -73.96981",10022
"40.84028, -73.92741",10452
"40.69366, -73.983795",11201
"40.770683, -73.79598",11358
"40.66095, -73.92906",11203
"40.642864, -74.01266",11220
"40.782887, -73.9439",10129
"40.60228, -74.140366",10314
"40.74561, -73.84785",11368
"40.748356, -74.00369",10001
"40.5763, -73.96854",11224
"40.74622, -73.94553",11101
"40.834606, -73.863976",10460
"40.67989, -73.94034",11213
"40.865303, -73.89006",10458
"40.673008, -73.78809",11436
"40.756325, -73.803604",11358
"40.661106, -73.87529",11208
"40.840874, -73.91979",10452
"40.753082, -73.72459",11362
"40.668964, -73.87666",11208
"40.665493, -73.88475",11207
"40.62305, -74.02114",11209
"40.82364, -73.87994",10472
"40.820293, -73.94378",10030
"40.66241, -73.90987",11212
"40.83863, -73.93348",10032
"40.72713, -73.81248",11367
"40.71717, -73.73543",11429
"40.54397, -74.21196",10309
"40.851696, -73.932",10033
"40.607258, -73.96727",11229
"40.639053, -73.9213",11234
"40.67312, -73.878654",11208
"40.78024, -73.961365",10075
"40.7597, -73.80031",11358
"40.858273, -73.93182",10040
"40.697605, -73.92962",11221
"40.740025, -73.97626",10016
"40.623657, -74.02064",11209
"40.736988, -73.97489",10010
"40.856537, -73.87257",10458
"40.577168, -74.11804",10306
"40.676548, -73.96354",11238
"40.71958, -73.83978",11375
"40.813377, -73.96542",10115
"40.789032, -73.78797",11360
"40.859543, -73.927986",10040
"40.67632, -73.763435",11434
"40.828953, -73.837",10465
"40.82873, -73.914734",10456
"40.709476, -73.76393",11423
"40.730434, -73.875595",11373
"40.861256, -73.925674",10040
"40.738457, -73.93981",11101
"40.816338, -73.83697",10465
"40.703976, -73.92309",11237
"40.693832, -73.909615",11237
"40.76657, -73.888466",11370
"40.76588, -73.99464",10019
"40.69113, -73.81008",11435
"40.814686, -73.93085",10451
"40.559963, -74.10634",10306
"40.777973, -73.98216",10023
"40.667385, -73.77546",11434
"40.726326, -73.7662",11423
"40.76963, -73.915855",11103
"40.865475, -73.933235",10034
"40.862213, -73.9297",10040
"40.73718, -73.932014",11104
"40.796528, -73.97412",10025
"40.820305, -73.89083",10459
"40.69024, -73.9482",11216
"40.784992, -73.98261",10024
"40.822838, -73.928764",10451
"40.593807, -73.94062",11235
"40.80929, -73.90313",10454
"40.57937, -73.959755",11235
"40.746555, -73.82621",11355
"40.797367, -73.96053",10025
"40.8337, -73.879845",10472
"40.74137, -73.97252",10158
"40.65569, -73.84004",11414
"40.69645, -73.946495",11206
"40.649918, -74.01226",11220
"40.576744, -73.98372",11224
"40.79856, -73.96336",10025
"40.84521, -73.90845",10453
"40.712498, -73.97776",10009
"40.68617, -73.94448",11221
"40.70066, -73.98775",11201
"40.627144, -74.00032",11219
"40.675255, -73.73207",11422
"40.666435, -73.83478",11414
"40.681446, -73.94644",11216
"40.750828, -74.00189",10001
"40.823647, -73.87843",10472
"40.63695, -74.022484",11220
"40.84226, -73.87228",10460
"40.815327, -73.93576",10030
"40.729355, -73.86023",11374
"40.69045, -73.959435",11205
"40.783333, -73.94368",10129
"40.729824, -74.010605",10014
"40.74132, -73.78478",11365
"40.697506, -73.982285",11251
"40.836178, -73.884254",10460
"40.692627, -73.959",11205
"40.878056, -73.892136",10468
"40.742043, -73.95436",11101
"40.667824, -73.93122",11213
"40.768024, -73.91912",11102
"40.748077, -73.76066",11364
"40.794178, -73.94487",10029
"40.68484, -73.79281",11436
"40.638695, -73.87859",11239
"40.69979, -73.950096",11206
"40.58604, -74.16859",10314
"40.725727, -73.84809",11375
"40.744892, -73.77022",11364
"40.725033, -73.91981",11104
"40.583733, -73.91969",11697
"40.6532, -74.005585",11232
"40.694263, -73.95235",11205
"40.68651, -73.954544",11216
"40.82816, -73.91297",10456
"40.788906, -73.93765",10035
"40.76595, -73.80984",11354
"40.759678, -73.97216",10022
"40.604027, -73.89875",11234
"40.67376, -73.73431",11422
"40.610146, -74.15127",10314
"40.71405, -73.77801",11432
"40.84932, -73.93374",10033
"40.838497, -73.939835",10032
"40.697155, -73.96282",11205
"40.869846, -73.915886",10034
"40.8279, -73.8459",10473
"40.666348, -73.76093",11413
"40.811565, -73.942726",10027
"40.69874, -73.926315",11221
"40.754154, -73.9804",10035
"40.734222, -73.94981",11222
"40.67066, -73.957985",11225
"40.86682, -73.83923",10469
"40.592083, -73.78571",11694
"40.706215, -73.75648",11412
"40.75475, -73.93678",11101
"40.789055, -73.94861",10029
"40.71682, -73.94924",11211
"40.776833, -73.911705",11105
"40.58902, -74.13867",10314
"40.66049, -73.962814",11225
"40.799976, -73.958626",10025
"40.610157, -74.01203",11228
"40.618523, -73.99081",11204
"40.75369, -73.74445",11362
"40.57699, -73.98153",11224
"40.761265, -73.9094",11103
"40.601955, -73.745415",11691
"40.725796, -73.99762",10012
"40.743504, -73.83567",11355
"40.892708, -73.84455",10466
"40.61107, -74.00131",11214
"40.782513, -73.91976",11102
"40.75582, -73.93259",11101
"40.795326, -73.971306",10025
"40.682835, -73.94092",11216
"40.578873, -74.15547",10314
"40.769703, -73.914",11103
"40.714592, -73.97652",11251
"40.656742, -73.92897",11203
"40.593544, -73.77716",11691
"40.637516, -74.166145",10303
"40.875, -73.87471",10467
"40.696144, -73.97834",11251
"40.775234, -73.829025",11354
"40.666115, -73.79358",11436
"40.850132, -73.91162",10453
"40.64937, -74.012955",11220
"40.666283, -73.78995",11436
"40.784325, -73.94225",10035
"40.678406, -73.832214",11417
"40.704063, -73.85444",11385
"40.824425, -73.87271",10472
"40.86455, -73.901955",10468
"40.76684, -73.838264",11354
"40.827656, -73.8861",10459
"40.72656, -73.972046",10009
"40.725616, -73.851036",11375
"40.737194, -73.97447",10016
"40.694138, -73.92649",11221
"40.741676, -73.86756",11368
"40.68717, -73.89231",11207
"40.79944, -73.95531",10026
"40.649895, -73.90762",11236
"40.78832, -73.941025",10029
"40.880657, -73.877625",10467
"40.684006, -74.001656",11231
"40.740784, -73.815",11355
"40.854244, -73.91557",10453
"40.55554, -74.17562",10312
"40.65142, -73.93716",11203
"40.679035, -73.938515",11207
"40.644447, -73.984406",11218
"40.706264, -73.75866",11412
"40.65269, -73.86382",11239
"40.764614, -73.95833",10065
"40.69597, -73.91337",11237
"40.79148, -73.81133",11357
"40.804054, -73.91369",10454
"40.71437, -73.946075",11211
"40.66323, -73.93161",11234
"40.77677, -73.93453",11102
"40.771103, -73.96383",10021
"40.637196, -74.14953",10303
"40.683037, -73.9261",11233
"40.835472, -73.8669",10460
"40.75426, -73.74334",11362
"40.73736, -73.934074",11101
"40.840473, -73.9353",10032
"40.74128, -73.82159",11355
"40.606182, -74.07613",10305
"40.82406, -73.92815",10451
"40.657814, -73.89613",11207
"40.76747, -73.75961",11361
"40.842564, -73.83842",10461
"40.59981, -74.178246",10314
"40.710197, -73.95843",11211
"40.761353, -73.935394",11106
"40.622643, -73.8965",11236
"40.703472, -73.9306",11237
"40.864254, -73.85872",10469
"40.71107, -73.79204",11432
"40.802444, -73.938835",10035
"40.80608, -73.96532",10025
"40.56494, -74.15512",10308
"40.832233, -73.85427",10462
"40.579975, -73.97464",12235
"40.70242, -73.9867",11251
"40.730442, -73.91367",11378
"40.608242, -74.138115",10314
"40.823505, -73.94144",10039
"40.76399, -73.93288",11106
"40.60309, -73.99262",11214
"40.658234, -73.9321",11203
"40.696003, -73.9299",11221
"40.610703, -74.14114",10314
"40.833195, -73.895134",10459
"40.752155, -73.928955",11101
"40.688904, -73.980934",11207
"40.891033, -73.88585",10471
"40.68397, -73.944046",11221
"40.637363, -73.87927",11239
"40.645027, -73.91998",11203
"40.6765, -73.88234",11208
"40.616825, -73.992516",11204
"40.79911, -73.96856",10205
"40.678963, -73.94965",11216
"40.686497, -73.94164",11221
"40.82929, -73.93501",10039
"40.892223, -73.88464",10471
"40.846893, -73.92055",10453
"40.744503, -73.975235",10016
"40.870842, -73.88115",10458
"40.79395, -73.97417",10025
"40.830334, -73.91895",10456
"40.859875, -73.89323",10458
"40.77344, -73.92097",11102
"40.624683, -74.14193",10302
"40.7013, -73.93674",11206
"40.7879, -73.95368",10029
"40.629986, -73.97157",11224
"40.8479, -73.919685",10453
"40.86024, -73.92843",10040
"40.59255, -73.9946",11214
"40.904472, -73.87844",10470
"40.60222, -74.12249",10314
"40.73911, -73.943",11101
"40.66172, -74.00011",11209
"40.733425, -73.95818",11222
"40.800087, -73.9511",10026
"40.821945, -73.9281",10451
"40.863884, -73.91069",10468
"40.75733, -73.93136",11106
"40.66434, -73.93155",11213
"40.73487, -73.92331",11104
"40.612453, -74.037735",11209
"40.71407, -73.99751",10278
"40.547108, -74.16621",10312
"40.525932, -74.221924",10309
"40.73973, -73.81762",11367
"40.53062, -74.19455",10312
"40.60455, -73.9691",11223
"40.697933, -73.892006",11385
"40.657658, -73.953224",11225
"40.520916, -74.235115",10309
"40.758972, -73.91901",11103
"40.613678, -74.07817",10304
"40.658703, -73.854904",11414
"40.50918, -74.24344",10307
"40.654213, -73.91776",11212
"40.67329, -73.76585",11434
"40.837303, -73.90785",10456
"40.728466, -73.90871",11104
"40.52634, -74.22344",10309
"40.86609, -73.88268",10458
"40.808804, -73.95589",10027
"40.73866, -73.81027",11367
"40.584003, -73.92157",11697
"40.756397, -73.804535",11358
"40.68086, -73.95441",11216
"40.651104, -73.94381",11203
"40.88205, -73.83224",10475
"40.77613, -73.910706",11105
"40.72556, -73.89849",11378
"40.718815, -73.793274",11432
"40.828915, -73.83841",10465
"40.862686, -73.91187",10453
"40.556343, -74.203705",10309
"40.711006, -74.003624",10038
"40.748955, -73.87136",11372
"40.666008, -73.789536",11436
"40.566715, -74.13769",10306
"40.7304, -73.815056",11367
"40.75388, -73.822815",11355
"40.738792, -73.8075",11365
"40.852383, -73.92048",10468
"40.584774, -73.96011",11235
"40.81404, -73.9367",10037
"40.585056, -73.928894",11229
"40.71713, -73.7986",11432
"40.701527, -73.98957",11201
"40.67597, -73.933235",11213
"40.646378, -73.97085",11218
"40.78941, -73.847984",11356
"40.749054, -73.99576",10001
"40.67918, -73.92736",11233
"40.65183, -74.003334",11232
"40.66922, -73.801094",11436
"40.820827, -73.950836",10031
"40.67034, -73.942116",11213
"40.611404, -74.00952",11228
"40.81122, -73.90067",10451
"40.70191, -73.829475",11415
"40.69245, -73.811005",11435
"40.672752, -73.95432",11216
"40.769005, -73.992355",10019
"40.66411, -73.96034",11225
"40.608223, -74.1294",10314
"40.626312, -74.15858",10303
"40.59506, -73.927605",11229
"40.886364, -73.84554",10466
"40.579887, -73.94772",11235
"40.67625, -73.95308",11216
"40.71594, -73.94462",11211
"40.589977, -73.99313",11214
"40.86795, -73.92701",10034
"40.72877, -74.007095",10016
"40.58552, -73.95578",11235
"40.69625, -73.894295",11385
"40.716015, -74.00883",10013
"40.878853, -73.87349",10467
"40.83569, -73.86857",10472
"40.82929, -73.91642",10456
"40.647526, -73.89469",11236
"40.68993, -73.98148",11221
"40.66626, -73.884026",11207
"40.67556, -73.96334",11238
"40.577503, -73.95522",11235
"40.83008, -73.85377",10472
"40.842514, -73.871544",10460
"40.854687, -73.890396",10458
"40.691544, -73.9685",11205
"40.800663, -73.946465",10029
"40.825897, -73.93936",10039
"40.792183, -73.968025",10025
"40.60485, -74.02559",11252
"40.66186, -73.9344",11203
"40.82519, -73.87276",10472
"40.733685, -73.92396",11104
"40.668003, -73.76346",11413
"40.769646, -73.91425",11103
"40.68238, -73.90565",11207
"40.835968, -73.87",10460
"40.730118, -73.86232",11375
"40.707573, -73.8362",11418
"40.698254, -73.86939",11421
"40.631798, -74.13224",10302
"40.793377, -73.97086",10025
"40.638264, -74.021095",11220
"40.65978, -73.88292",11207
"40.570835, -74.16983",10312
"40.633343, -74.13655",10302
"40.77146, -73.994354",10069
"40.731693, -73.72301",11426
"40.6087, -73.97404",11204
"40.66555, -73.74239",11422
"40.872322, -73.90659",10463
"40.71143, -73.72845",11429
"40.69831, -73.9498",11206
"40.736916, -73.85429",11368
"40.708805, -73.92577",11237
"40.66968, -73.91075",11212
"40.66618, -73.74059",11422
"40.656616, -73.89027",11207
"40.707893, -73.84889",11375
"40.8594, -73.87257",10467
"40.71603, -73.81637",11432
"40.63367, -74.12945",10302
"40.75052, -73.940636",11101
"40.759884, -73.9368",11106
"40.57526, -73.968895",12235
"40.79913, -73.96667",10025
"40.636024, -74.13477",10302
"40.674904, -73.94447",11213
"40.720238, -73.94441",11211
"40.64891, -73.89256",11236
"40.680923, -73.83544",11417
"40.736053, -73.911385",11104
"40.708057, -73.92255",11237
"40.619156, -73.99388",11204
"40.75087, -73.74939",11364
"40.767498, -73.83302",11354
"40.733177, -73.74571",11427
"40.585335, -73.98749",11224
"40.852383, -73.90365",10457
"40.73796, -73.93588",11101
"40.601265, -74.19402",10314
"40.606346, -73.95273",11229
"40.82419, -73.91385",10451
"40.72417, -74.004585",10013
"40.72857, -73.991135",10003
"40.82311, -73.88076",10473
"40.7065, -73.91701",11237
"40.67435, -73.906105",11212
"40.726097, -73.76198",11423
"40.582584, -73.83022",11694
"40.57777, -74.1637",10314
"40.72691, -73.80692",11366
"40.759624, -73.99548",10036
"40.743397, -73.9384",11101
"40.738884, -73.79367",11365
"40.760292, -73.90158",11370
"40.826283, -73.92566",10451
"40.611336, -73.89728",11236
"40.59514, -73.754",11691
"40.88647, -73.89603",10463
"40.741394, -73.8848",11373
"40.718456, -73.99482",10013
"40.732323, -74.00362",10014
"40.693703, -73.90505",11385
"40.718075, -73.97511",10009
"40.801342, -73.94598",10026
"40.681202, -73.78019",11434
"40.672825, -73.93908",11213
"40.87316, -73.87476",10467
"40.76428, -73.99859",10036
"40.81467, -73.93622",10030
"40.835094, -73.88697",10460
"40.535355, -74.15594",10312
"40.850735, -73.902824",10457
"40.640858, -74.16833",10303
"40.88521, -73.88716",10463
"40.82843, -73.88105",10472
"40.866703, -73.83815",10469
"40.595325, -74.15986",10314
"40.739162, -73.78556",11365
"40.87926, -73.86962",10467
"40.56274, -74.11755",10306
"40.66652, -73.73645",11422
"40.677357, -73.88687",11207
"40.740776, -73.89862",11377
"40.67327, -73.9474",11216
"40.6481, -73.91474",11236
"40.725674, -74.00578",10013
"40.54443, -74.165405",10312
"40.857327, -73.904526",10453
"40.6992, -73.92309",11221
"40.628445, -74.15413",10303
"40.58751, -73.95234",11235
"40.829754, -73.87374",10472
"40.84664, -73.92568",10040
"40.723835, -73.97357",10009
"40.819424, -73.955574",10031
"40.66618, -73.88316",11207
"40.683086, -73.85416",11416
"40.685127, -73.90643",11207
"40.64316, -74.01922",11220
"40.6893, -73.81629",11419
"40.60478, -73.97711",11223
"40.66626, -73.99596",11232
"40.839825, -73.93257",10040
"40.84528, -73.83453",10461
"40.88385, -73.89438",10463
"40.608852, -74.15334",10314
"40.86794, -73.87221",10467
"40.6491, -73.94649",11226
"40.70058, -73.80775",11433
"40.6651, -73.94539",11225
"40.77008, -73.94784",10162
"40.67712, -73.900475",11207
"40.79485, -73.962364",10025
"40.736187, -74.00833",10014
"40.817593, -73.95319",10031
"40.671898, -73.92231",11233
"40.734398, -73.9223",11104
"40.746113, -73.73576",11426
"40.61074, -73.97919",11204
"40.85664, -73.86663",10462
"40.725273, -73.89286",11378
"40.82259, -73.8872",10472
"40.789085, -73.780464",11359
"40.836468, -73.937035",10032
"40.665092, -73.87063",11208
"40.842335, -73.91619",10452
"40.718395, -73.826385",11367
"40.613586, -74.08267",10304
"40.656082, -73.95306",11226
"40.6802, -73.953285",11216
"40.765354, -73.81733",11354
"40.63459, -73.93825",11210
"40.687504, -73.91465",11207
"40.76889, -73.9821",10034
"40.608154, -74.18262",10311
"40.820004, -73.95888",10031
"40.819046, -73.944695",10030
"40.729996, -73.91187",11378
"40.8327, -73.950226",10031
"40.674717, -74.01332",11231
"40.813797, -73.94987",10027
"40.672966, -73.941864",11213
"40.60487, -74.02955",11252
"40.748646, -73.794815",11365
"40.734093, -74.0085",10014
"40.68438, -73.94702",11216
"40.769333, -73.912445",11103
"40.612637, -73.974785",11204
"40.785507, -73.98394",10023
"40.870014, -73.832436",10475
"40.88415, -73.82607",10475
"40.763485, -73.98895",10019
"40.82413, -73.94098",10039
"40.825966, -73.862175",10472
"40.745167, -73.82139",11355
"40.68798, -73.9678",11205
"40.71944, -73.84526",11375
"40.61196, -73.96816",11210
"40.68318, -73.7893",11434
"40.730713, -73.99557",10012
"40.737373, -73.71722",11426
"40.836758, -73.930725",10452
"40.62167, -73.991264",11204
"40.880257, -73.876785",10467
"40.663303, -73.960625",11225
"40.713596, -73.85964",11416
"40.90967, -73.90052",10471
"40.84512, -73.90663",10457
"40.827656, -73.9397",10039
"40.846874, -73.90877",10453
"40.614216, -73.97742",11204
"40.690216, -73.907295",11207
"40.57761, -73.96145",11235
"40.83721, -73.879715",10460
"40.601536, -73.93535",11229
"40.759018, -73.855156",11368
"40.68457, -73.72632",11411
"40.729794, -74.002144",10012
"40.604763, -74.02746",11252
"40.670326, -73.87796",11208
"40.72787, -73.92913",11211
"40.722496, -73.9769",10009
"40.84211, -73.82557",10465
"40.655827, -73.94336",11203
"40.610214, -73.94371",11229
"40.85019, -73.939644",10033
"40.63083, -73.90736",11236
"40.700012, -73.93607",11206
"40.73232, -74.00167",10014
"40.68315, -73.780304",11434
"40.66059, -73.931335",11203
"40.608307, -74.13132",10314
"40.597122, -74.00418",11214
"40.79653, -73.97597",10205
"40.65039, -74.00851",11232
"40.65461, -73.922",11236
"40.577213, -73.96329",11235
"40.786724, -73.983246",10024
"40.839237, -73.94688",10032
"40.808052, -73.957954",10027
"40.777233, -73.99023",10069
"40.733612, -73.999565",10011
"40.700695, -73.7832",11433
"40.786423, -73.82394",11357
"40.599705, -73.99016",11214
